2014/3/11,,131,1,488,アースターミナル付フル防水コンセント　３コ用,2,パナソニック電工,2,3,808,1616,1350,1,1,3
2014/3/11,,135,1,544,モダンプレート６コ用,2,パナソニック電工,3,5,133,399,220,1,1,3
2014/3/11,,135,1,767,モール用スイッチボックス１ケ用(カベ白),1,,1,3,248,248,440,1,1,3
2014/3/11,,135,1,768,モール用スイッチボックス２ケ用(カベ白),1,,4,3,595,2380,1000,1,1,3
2014/3/14,,124,1,495,埋込コンセント,2,パナソニック電工,2,3,85,170,145,1,1,3
2014/3/14,,124,1,501,埋込アースターミナル付接地コンセント,1,,3,3,347,1041,590,1,1,3
2014/3/14,,124,1,502,埋込アースターミナル付接地ダブルコンセント,2,パナソニック電工,21,3,432,9072,750,1,1,3
2014/3/14,,124,1,530,埋込パイロットスイッチＢ　４Ａ,2,パナソニック電工,2,3,659,1318,1100,1,1,3
2014/3/14,,124,1,515,テレホンガイド,2,パナソニック電工,10,3,26,260,45,1,1,3
2014/3/14,,124,1,1451,モダンプレート９コ用,2,パナソニック電工,2,5,261,522,440,1,1,3
2014/3/14,,124,1,557,新金属プレート３コ用,2,パナソニック電工,5,5,176,880,300,1,1,3
2014/3/14,,124,1,558,新金属プレート６コ用,2,,1,5,352,352,600,1,1,3
2014/3/14,,124,1,521,石膏ボード用はさみ金具,2,パナソニック電工,60,3,41,2460,70,1,1,3
2014/3/14,,124,1,367,メタルモールブッシングＡ型,2,パナソニック電工,2,3,37,74,71,1,1,3
2014/3/14,,124,1,475,抜け止め接地リーラーコンセント,1,,1,3,4422,4422,7600,1,1,3
2014/3/14,,124,1,332,ケースブレーカ　３Ｐ３Ｅ１５Ａ,1,,1,3,4885,4885,7680,1,1,3
2014/3/14,,124,1,364,メタルモール本体Ａ型　１．８ｍ,1,,1,4,723,723,1360,1,1,3
2014/3/14,,124,1,369,メタルモールコーナーボックスＡ型,2,パナソニック電工,1,3,359,359,680,1,1,3
2014/3/14,,124,1,372,メタルモール１コ用スイッチボックス　Ａ型　浅型,1,,1,3,462,462,875,1,1,3
2014/3/12,,128,1,1,,1,,1,15,58000,58000,,1,1,3
2014/3/12,,128,1,1,,1,,1,15,142000,142000,,1,1,3
2014/3/13,,120,1,756,ＰＦ管１６　ベージュ　５０ｍ,1,,-1,10,3800,-3800,9080,1,1,3
2014/3/13,,120,1,756,ＰＦ管１６　ベージュ　５０ｍ,1,,1,10,2375,2375,9080,1,1,3
2014/3/12,,193,1,926,警報用ケーブル　０．９ｍｍ ２Ｃ,1,,200,6,19,3800,,1,1,3
2014/3/12,,193,1,941,ＶＶＦケーブル　１．６ｍｍ ２Ｃ,1,,100,6,41,4100,,1,1,3
2014/3/12,,193,1,503,埋込抜け止め接地コンセント,1,,1,3,238,238,238,1,1,3
