20140104,マルチメディアホール調整室電源ユニット不具合修理,2014/8/8,5,,
20140105,アドラーブル女池店ダウンライト取替他,2014/8/22,2,,
20140106,ダイニング旭ＡＣ用コンセント取付,2014/9/1,2,,
20140107,協和会調剤薬局手元灯取付,2014/9/1,2,,
20140108,展示ケース内照明不点修理,2014/9/1,5,,
20140109,ＮＯＴＥ追加工事,2014/8/25,2,,
20140110,フォトスタジオ　ペタル追加工事,2014/9/1,2,,
20140111,アドラーブル女池店ダウンライト増設,2014/9/18,2,,
20140112,弥久保様宅浴室換気扇取替,2014/9/18,49,,
20140113,塚野目工場内照明器具移設他工事,2014/6/5,31,,
20140114,駒形様宅ナノイー発生機取付,2014/9/10,49,,
20140115,鬼島様邸追加工事,2014/9/27,24,,
20140116,ポーチ灯取付工事,2014/9/18,68,,
20140117,シュシュール様店舗改装工事,2014/10/1,69,2014/10/3,2014/11/1
20140118,旧ハリック改装工事,2014/10/3,49,2014/10/6,2014/10/22
20140119,小林邸２Ｆ浴室新設工事,2014/10/3,44,,
20140120,高等部２年３組照明器具不点修理,2014/10/2,4,,
20140121,駒形様宅エアコン撤去工事,2014/10/15,24,,
20140122,(株)タナカ様事務所内ナノイー発生機取付,2014/10/10,49,,
20140123,スナックイズミ換気扇取替,2014/10/3,49,,
20140124,シエスタ分水店蛍光灯不点修理,2014/10/3,2,,
20140125,山口邸浴室改修工事,2014/10/8,12,,
20140126,蛍光灯納品2014年11月分,2014/10/26,5,2014/11/1,2014/11/30
20140127,長谷川様邸エアコン撤去工事,2014/10/28,24,,
20140128,サンルーム照明器具取付,2014/11/1,21,,
20140129,シュシュール様追加工事,2014/11/5,69,,
20140130,布施商店様浴室・脱衣室換気扇取替,2014/11/1,49,,
20140131,ゑびす会館様照明器具取替,2014/11/11,49,,
20140132,県央バルぱぷりか追加工事,2014/11/1,2,,
20140133,星野忠厚様邸新築そっくりさん工事,2014/11/1,6,,
20140134,ドカメン様駐車場照明器具取替工事,2014/11/17,49,,
20140135,スナック葉月電気容量変更工事,2014/11/18,49,,
20140136,高等部１年２組照明器具不点修理,2014/11/18,4,,
20140137,ユニットバス換気扇取替工事,2014/11/18,67,,
20140138,奥田皮膚科クリニック新築工事,2014/11/10,2,,
20140139,新潟県信用保証協会照明器具不点修理,2014/11/17,5,,
20140140,看板灯不点、計器板取替工事,2014/11/17,72,,
20140141,平成26年度三条商業高等学校　グラウンド電気設備改修工事,2014/11/25,40,,2015/1/23
20140142,旧スナックＩＺＵＭＩ調光スイッチ、換気扇取替工事,2014/11/27,49,,
20140143,旧楽食酒家らくちん新装工事,2014/11/26,49,,
20140144,高等部コース学習室照明器具不点修理,2014/11/28,4,,
20140145,スナックイズミ追加工事,2014/11/10,49,,
20140146,とりいコンセント取替,2014/11/27,49,,
20140147,奈良橋里江子様邸新築そっくりさん工事,2014/11/17,6,2014/11/17,2015/3/31
20140148,燕三条じばさん年末刃物フェア２０１４電気工事,2014/12/1,38,2014/12/10,2014/12/15
20140149,燕三条じばさん年末刃物フェア２０１４電気工事,2014/12/1,5,2014/12/10,2014/12/15
20140150,ＴＶアンテナ取替工事,2014/12/1,73,,
20140151,はなみ矯正歯科外灯取付工事,2014/12/9,24,,
20140152,ファーマーズガーデン長岡アピタ店照明器具取替,2014/12/4,62,,
20140153,しゃがらCoCoLo新潟様新装工事,2014/12/9,71,2014/12/10,2014/12/26
20140154,クレジット端末機用配線,2014/12/10,5,,
20140155,ＴＶアンテナ設置工事,2014/12/10,74,,
20140156,スナック葉月様電気容量変更工事,2014/11/19,49,,
20140157,日立テレビリモコン納品,2014/12/10,21,,
20140158,長岡事務所電気設備改修工事,2014/12/17,66,,
20140159,三雄工芸様照明増設工事,2014/12/17,66,,
20140160,レストラン厨房内蛍光灯器具修理,2014/12/18,5,,
20140161,シルバーホテル１Ｆトイレ改装工事,2014/11/10,2,2014/11/10,2014/11/20
20140162,テレビアンテナ移設等工事,2014/12/24,75,,
20140163,テレビアンテナ取替工事,2014/12/26,76,,
20150001,高等部２年１組照明器具不点修理,2015/1/7,4,,
20150002,森田邸新築工事,2015/1/7,2,2014/12/26,2015/4/30
20150003,ボーグ改装工事,2015/1/15,49,2015/1/15,2015/1/29
20150004,シエスタ分水店軒下ダウンライト不点修理,2015/1/21,2,,
20150005,流し元灯取替他工事,2015/1/5,77,,
20150006,ローソン新潟花園店屋外コンセント取替,2015/1/19,49,,
20150007,荒井様宅浴室換気扇取替工事,2015/1/23,2,,
20150008,ＮＭＩ本社会議室増築工事,2014/12/25,2,2014/11/27,2015/3/15
20150009,屋外灯光器配線修理,2015/1/13,57,,
20150010,蛍光灯納品平成27年2月分,2015/2/1,5,2015/2/1,2015/2/28
20150011,弥久保様宅スイッチ取替工事,2015/2/2,49,,
20150012,第２体育館ブレーカ取替工事,2015/2/2,3,,
20150013,展示ケース電源コード修理,2015/1/19,5,,
20150014,森田邸新築工事(換気設備),2015/1/17,2,2015/12/26,2015/4/30
20150015,北海道味覚市と全国うまいもの市２０１５,2015/2/10,78,2015/2/19,2015/2/23
20150016,テレビドアホン設置工事,2015/2/17,61,,
20150017,内山邸改装工事,2015/2/9,6,2015/2/2,2015/4/16
20150018,高橋様店舗新装工事,2015/2/18,2,2015/2/23,2015/3/17
20150019,展示即売場照明器具取替工事,2015/2/16,5,,
20150020,展示即売場レイアウト変更に伴う電気設備工事,2015/2/16,5,2015/3/3,2015/3/6
20150021,さんしん塚野目支店看板灯不点修理,2015/2/24,31,,
20150022,発電機レンタル,2015/2/18,5,2015/2/19,2015/2/22
20150023,グッドパル様テナント(美容室)新装工事,2015/2/23,49,2015/2/27,2015/3/20
20150024,スナックリアン様ナノイー発生機取付工事,2015/2/4,49,,
20150025,蛍光灯納品平成27年3月分,2015/3/1,5,2015/3/1,2015/3/31
20150026,レストラン厨房内コンセント修理,2015/3/2,5,,
20150027,高等部３年２組照明器具取替,2015/2/13,4,,
20150029,一水盤照明器具ランプ取替,2015/2/18,2,,
20150030,徹金工器(株)電気工事,2015/3/2,24,,
20150031,スナックＲ改装工事,2015/3/2,49,,
20150032,ファインビル電気設備修繕,2015/3/2,49,,
20150033,駒形様宅照明器具取替工事,2015/3/9,49,,
20150034,ブレーカ納品,2015/3/5,5,,
20150035,メッセピア音響設備等点検,2015/3/2,5,,
20150036,リサーチコア音響設備等点検,2015/3/2,5,,
20150037,警報ランプ取付工事,2015/3/2,5,,
20150038,２階ＷＣ、院長室ＷＣセンサ付自動スイッチ取替,2015/3/12,59,,
20150039,ＮＭＩ本社会議室追加工事,2015/3/13,2,,
20150040,カーブドッチ照明器具修理,2015/3/23,2,,
20150041,階段灯用電源工事,2015/1/20,4,,
20150042,電気釜電源撤去工事,2015/3/11,4,,
20150043,松縄文五郎商店浄化槽ポンプ電源ケーブル取替,2015/3/2,37,,
20150044,月岡地内仮設電気工事,2015/3/20,12,,
20150045,アンテナ修理,2015/4/2,75,,
20150046,ＮＭＩ本社会議室プロジェクター設置工事,2015/3/30,2,,
20150047,佐藤様邸引込受金物取替工事,2015/3/19,24,,
20150048,シエスタ本店蛍光灯修理,2015/3/24,2,,
20150049,荒井邸空調入替・外壁改修工事,2015/4/1,2,,
20150050,工具購入,2015/1/1,1,,
20150051,一水盤照明器具ランプ取替工事,2015/4/8,2,,
20150052,塚野目調剤薬局外灯取外し再取付,2015/4/7,2,,
20150053,蛍光ランプ納品,2015/4/17,31,,
20150054,ＤＯＵＢＬＥ　Ｍ　新装工事(森田邸),2015/4/17,2,2015/4/18,2015/5/25
20150055,展示即売場照明器具取替工事,2015/4/8,5,,
20150056,田中様宅エアコン取付他工事,2015/4/20,24,,
20150057,杉村消化器科クリニック電気工事,2015/4/4,2,2015/4/16,2015/4/30
20150058,診察室蛍光管取替,2015/4/24,59,,
20150059,ＮＭＩ事務所改装工事,2015/5/1,2,2015/5/9,2015/5/17
20150060,ヴォーグ様ナノイー発生機取付工事,2015/4/6,49,,
20150061,パドマビルＴＶアンテナ取替工事,2015/4/23,49,,
20150062,蛍光灯納品平成27年5月分,2015/5/1,5,2015/5/1,2015/5/31
20150063,浴室換気扇取替工事,2015/5/7,4,,
20150064,シエスタ分水店軒下ダウンライト不点修理,2015/5/1,2,,
20150065,スナック麻布トイレ換気扇取替工事,2015/5/9,6,,
20150066,アドラーブル万代店新装工事,2015/5/11,2,,
20150067,オーデリック照明部品納品,2015/5/13,24,,
20150068,モーターパル新装工事,2015/4/24,49,,
20150069,田代様宅(実家)改装工事,2015/5/15,6,,
20150070,花ほたるエアコン脱着,2015/7/1,49,,
20150071,旧トゥルーライフ改装工事,2015/5/20,49,2015/5/20,2015/6/3
20150072,らーめん潤様外灯ランプ取替,2015/5/1,49,,
20150073,万代デンタルクリニック新装工事,2015/5/13,2,2015/6/2,2015/6/27
20150074,小嶋康様邸新築そっくりさん工事,2015/5/11,6,,
20150075,谷内様宅ナノイー発生機取付工事,2015/5/29,49,,
20150076,諏佐様邸電気メーター脱着工事,2015/5/12,24,,
20150077,ローソン亀田店漏電調査,2015/5/20,49,,
20150078,楽山楽水絶縁測定,2015/5/27,49,,
20150079,ぜんてい新潟駅南店専用コンセント回路増設,2015/5/3,49,,
20150080,ＶＧキッチン,2015/6/12,49,,
20150081,小林様宅屋根裏換気工事,2015/6/10,2,,
20150082,「塚野目薬局」外部サイン改修工事,2015/5/26,2,,
20150083,スナック蘭防水コンセント取替,2015/6/19,49,,
20150084,看板灯ランプ交換,2015/6/18,22,,
20150085,シエスタ本店蛍光灯修理,2015/6/16,2,,
20150086,２階事務所照明配線切替工事,2015/5/25,16,,
20150087,蛍光ランプ納品,2015/6/1,59,,
20150088,大手薬品換気扇取替,2015/6/10,49,,
20150089,ラーメン鯉次様ＷＣ改装工事,2015/6/10,49,,
20150090,製氷機入替,2015/6/10,3,,
20150091,ランプ納品,2015/6/24,4,,
20150092,蛍光灯納品平成27年7月分,2015/7/1,5,2015/7/1,2015/7/31
20150093,徳永様邸リフォーム工事,2015/6/1,79,2015/6/9,2015/6/28
20150094,エアコン設置工事,2015/7/1,80,,
20150095,堀越様邸計器板取替工事,2015/6/13,24,,
20150096,佐藤様邸計器及びエアコン室外機脱着工事,2015/6/22,24,,
20150097,結城様邸エアコン室外機撤去及び脱着工事,2015/6/30,24,,
20150098,樋口様邸電気錠電源他工事,2015/6/19,24,,
20150099,皆川邸エアコン取付他工事,2015/6/20,24,,
20150100,事務所エアコン移設他,2015/6/1,36,,
20150101,万代デンタルクリニック追加工事,2015/7/24,2,,
20150102,樋口様邸エアコン室外機移設工事,2015/7/23,24,,
20150103,新潟CRAFT BEER館新装工事,2015/7/24,2,,
20150104,塚野目調剤薬局照明器具取替,2015/7/1,16,,
20150105,厨房内天井コンセント取替,2015/7/1,5,,
20150106,ＮＭＩ事務所改装工事,2015/7/15,2,,
20150107,ｓｏｆａライティングダクト取付,2015/7/1,2,,
20150108,高性能ディスプレイ分配器(２分配)納品,2015/7/24,5,,
20150109,やじろう改装工事,2015/7/21,49,2015/7/21,2015/8/26
20150110,エアコン取替工事,2015/7/28,82,,2015/8/6
20150111,小嶋邸２Ｆトイレスイッチ及びコンセント取替,2015/7/17,44,,
20150112,ラーメン屋看板灯断線修理,2015/7/30,83,,
20150113,鶏と炭スズラン灯取付,2015/7/19,49,,
20150114,製氷機修理,2015/7/15,84,,
20150115,第一体育館ブレーカ故障修理,2015/7/15,3,,
20150116,第一体育館ギャラリー照明器具不点修理,2015/7/15,3,,
20150117,柔剣道場照明器具不点修理,2015/7/30,3,,
20150118,小川屋県央店スポット取替,2015/7/1,49,,
20150119,チャイナネットワークスポット増設,2015/7/21,49,,
20150120,めん屋しま既存撤去,2015/7/21,49,,
20150121,高野様宅ナノイー発生機取付,2015/7/1,49,,
20150122,川商マンション居室改装工事,2015/7/1,85,,
20150123,太平薬局エアコン取替工事,2015/8/17,16,,
20150124,即売場床コンセント修理,2015/8/17,5,,
20150125,クレジット端末機用配線,2015/8/1,5,,
20150126,エアコン取替工事,2015/8/17,81,,
20150127,オムニ技研社長室及び喫煙室改装工事,2015/8/17,49,,
20150128,小川屋県央店ＷＣ照明取付,2015/8/12,49,,
20150129,ローソン見附今町店修理,2015/8/31,49,,
20150130,ローソン柏崎和納店来客チャイム取替,2015/8/26,49,,
20150131,ヘアースタジオＺＩＧＺＡＧトイレ換気扇取替,2015/8/26,49,,
20150132,アドラーブル万代店外灯タイマー取付,2015/8/12,2,,
20150133,川商マンション５０６号室追加分,2015/8/28,85,,
20150134,新潟CRAFT BEER館スポットライト増設,2015/8/17,2,,
20150135,万代サラダバー・パンケーキ改装工事,2015/8/17,86,,2015/9/10
20150136,やじろう追加工事,2015/9/4,49,,
20150137,蛍光灯納品平成27年9月分,2015/9/1,5,,
20150138,トイレ換気扇取替,2015/9/4,87,,
20150139,職員室照明器具取替,2015/9/10,3,,
20150140,事務所照明回路切替,2015/9/7,31,,
20150141,ぜんてい川崎店看板灯撤去,2015/9/10,49,,
20150142,井上様邸エアコン室外機脱着工事,2015/9/10,24,,
20150143,マルチメディア操作卓不具合修理,2015/9/8,5,,
20150144,新潟南保育園仮設園舎新築工事,2015/8/15,88,,
20150145,オムニ技研追加工事,2015/9/24,49,,
20150146,ローソン川口店換気扇取替,2015/9/28,49,,
20150147,あしょろ長岡外部スポットライト修理,2015/9/24,49,,
20150148,ブンガク堂改装工事,2015/9/1,86,,
20150149,三条たばこ販売協同組合２Ｆ事務所改装工事,2015/9/14,49,,
20150150,味我駆新築工事,2015/8/10,2,,
20150151,名古屋Ｚｕｉｊｉ新装工事,2015/9/9,86,,
20150152,魚屋ネコ助新装工事,2015/9/4,86,,
20150153,ＵＣＣカフェ万代店スイッチ他修理,2015/9/15,2,,
20150154,馬越美容室新装工事,2015/9/24,86,,
20150155,万代イタリアン新装工事,2015/9/24,86,,
20150156,本町居酒屋新装工事,2015/9/24,86,,
20150157,ローソン新潟明石通店コンセント修理,2015/10/7,49,,
20150158,ブレーカ納品,2015/10/13,5,,
20150159,エアコン電源工事,2015/8/7,86,,
20150160,マリスコ電灯配線直し,2015/8/12,86,,
20150161,リサーチコアマルチメディア操作卓修理,2015/9/9,5,,
20150162,食堂職員通用口照明器具修理,2015/10/5,4,,
20150163,焼ＮＩＱ　ｍａｒｋｅｔ　新装工事,2015/10/3,86,,
20150164,シエスタ分水店照明器具修理,2015/10/8,2,,
20150165,低圧電力容量変更工事,2015/10/23,68,,
20150166,ローソン山木戸店各修理,2015/10/18,49,,
20150167,照明器具納品,2015/10/28,6,,
20150168,アリエールグー新築工事,2015/10/19,2,,
20150169,蛍光灯納品平成27年11月分,2015/11/1,5,,
20150170,椎谷様邸改装工事,2015/10/13,49,,
20150171,福井様邸店舗併用住宅新築工事,2015/11/12,49,,
20150172,フードバー改装工事,2015/11/2,49,,
20150173,駒形邸電気設備改修工事,2015/10/10,49,,
20150174,JOY SOUND柏崎店照明改修工事,2015/10/26,49,,
20150175,JOY SOUND笹口店換気扇取替,2015/10/19,49,,
20150176,JOY SOUND新潟駅前店各修理,2015/10/19,49,,
20150177,ローソン見附今町店各修理,2015/10/1,49,,
20150178,ローソン新潟明石通店防水コンセント取替,2015/10/29,49,,
20150179,各所照明器具取替,2015/11/2,3,,
20150180,中山店舗新装工事,2015/10/30,49,,
20150181,マルチハロゲン灯納品,2015/11/11,4,,
20150182,工具修理,2015/1/1,1,,
20150183,岩野様邸リフォーム工事,2015/11/2,49,,
20150184,高田様邸リフォーム工事,2015/11/9,49,,
20150185,照明器具納品,2015/11/1,24,,
20150186,内山浩一様邸アンテナ改修工事,2015/11/6,24,,
20150187,工場内照明器具増設等工事,2015/11/19,7,,
20150188,事務所及び倉庫電気設備工事,2015/11/19,86,,
20150189,長谷川様店舗改装工事,2015/11/14,49,,
20150190,駒形邸テレビ取付等,2015/11/20,49,,
20150191,霜鳥様宅エアコン取付,2015/11/24,49,,
20150192,村さ来白根店防水コンセント撤去,2015/11/20,2,,
20150193,柔剣道場照明器具修理,2015/11/9,3,,
20150194,明石１丁目テナント工事,2015/11/9,86,,
20150195,Bacchusエアコン電源工事,2015/11/9,49,,
20150196,ローソン新発田富塚町二丁目店人感センサー照明不点灯修理,2015/11/24,49,,
20150197,用具室照明不点灯修理,2015/11/24,4,,
20150198,ＦＩＮＥ１５ビル吹抜けランプ取替,2015/12/7,49,,
20150199,駅前居酒屋照明増設,2015/11/4,86,,
20150200,大谷製作所給湯室改装工事,2015/11/20,49,,
20150201,年末刃物特価市2015電気設備工事,2015/12/1,5,,
20150202,年末刃物特価市2015電気設備工事,2015/12/1,78,,
20150203,年末刃物特価市2015電気設備工事(現金分),2015/12/1,5,,
20150204,刈谷様邸リフォーム工事,2015/12/1,49,,
20150205,店内スポットライトＬＥＤ交換工事,2015/12/14,11,,
20150206,味我駆看板灯増設工事,2015/12/1,2,,
20150207,ＵＣＣカフェ万代店厨房内照明器具取替,2015/12/28,2,,
20150208,SALON des clair調光スイッチ取替,2015/12/28,86,,
20150209,古町大橋ビル現状回復工事,2015/12/14,86,,
20150210,ドカメン照明スイッチ取替,2015/12/15,49,,
20150211,ローソン新潟大山店換気扇取替,2015/12/18,49,,
20150212,ローソン笹口店換気扇取替,2015/12/10,49,,
20150213,ギャラリー照明移設他,2015/12/21,49,,
20150214,さわやか美容室照明器具取替,2015/12/25,49,,
20150215,モスバーガーインターホン取付工事(５店舗),2015/12/21,2,,
20150216,ハウスドゥ電気工事,2015/12/5,79,,
20150217,事務所電話配管他工事,2015/12/5,79,,
20150218,ヘアーサロン配線器具取替等,2015/12/5,86,,
20160001,蛍光灯納品平成28年1月分,2016/1/4,5,,
20160002,さかえ調剤薬局,2015/1/4,85,,
20160003,古町ＰＯＷＷＯＷアンテナ取外し,2015/1/7,86,,
20160004,古町うなり堀こたつコンセント増設,2015/1/8,86,,
20160005,斉藤邸改修工事,2015/1/7,49,,
20160006,アイム美容室店舗改装工事,2015/1/4,49,,
20160007,月岡地内仮設電気工事,2015/1/4,12,,
20160008,ぶたとユカイなレストラン新装工事,2015/1/4,69,,
20160009,ローソンヴィラ・オレッタ糸魚川換気扇取替,2015/1/4,49,,
20160010,事務室 売場間ＬＡＮ配線工事,2015/1/8,5,,
20160011,工具購入及び修理,2016/1/1,1,,
20160012,大谷製作所ＩＨ回路２００Ｖ変更工事,2015/1/4,49,,
20160013,高等部３年２組照明器具取替,2016/1/8,4,,
20160014,入口灯スイッチ切替工事,2016/1/12,31,,
20160015,物産館什器入替に伴う電源工事,2016/1/13,5,,
20160016,岡本邸新築工事,2016/1/8,2,,
20160017,ヤマニ事務所フロアコンセント改修,2016/1/16,2,,
20160018,防水コンセント取替,2016/2/1,36,,
20160019,ＮＭＩ事務所２階改装(社長室)工事,2016/1/28,2,,
20160020,屋外投光器取替工事,2016/2/3,3,,
20160021,事務所蛍光灯ＬＥＤ取替,2016/1/30,31,,
20160022,ペットトリミングサロン新装工事,2016/1/4,49,,
20160023,塩田屋新装工事,2016/2/1,86,,
20160024,スタイル新装工事,2016/2/1,49,,
20160025,ヘアースタジオＺＩＧＺＡＧシャンプー台電源移設,2016/1/25,49,,
20160026,ローソン三条東大崎店トイレ換気扇取替,2016/2/4,49,,
20160027,八雲照明器具脱着工事,2016/2/5,49,,
20160028,佐助(白根店)新装工事,2016/1/31,2,,
20160029,塚野目調剤薬局蛍光灯修理,2016/2/12,16,,
20160030,蛍光灯納品平成28年2月分,2016/2/1,5,,
20160031,サントス珈琲店様改装工事,2016/2/15,49,,
20160032,４階ＥＰＳ内配線用遮断器取替,2016/2/22,5,,
20160033,うまいもの市用発電機レンタル,2016/2/22,5,,
20160034,うまいもの市電気設備工事,2016/2/22,78,,
20160035,電話設備不具合修理,2016/2/1,5,,
20160036,冷房機器移設工事,2016/2/1,3,,
20160037,包丁什器照明器具取替,2016/2/28,5,,
20160038,ピンマイク納品,2016/2/29,5,,
20160039,蛍光灯納品平成28年3月分,2016/3/1,5,,
20160040,ローソン見附今町店照明回路調査,2016/2/29,49,,
20160041,メッセピア音響設備等点検,2016/1/28,5,,
20160042,リサーチコア音響設備等点検,2016/1/28,5,,
20160043,ハレルヤダウンライト交換,2016/2/18,49,,
20160044,デミルシス　ダウンライト・スポットライト取付,2016/2/10,49,,
20160045,多目的ホール床電源ピット内端子台取付,2016/3/3,5,,
20160046,にいがた道の駅フェスタ電気工事,2016/3/3,5,,
20160047,照明器具不点修理,2016/3/3,4,,
20160048,五十嵐様住宅兼美容室改装工事,2016/3/4,49,,
20160049,米山薬局休憩室エアコン取替工事,2016/3/17,16,,
20160050,向陽薬局エアコン取付工事,2016/3/17,16,,
20160051,屋外放送機器(移動式)修繕,2016/3/22,3,,
20160052,ＬＥＤ屋外灯設置工事,2016/3/22,3,,
20160053,ダムズ竹尾店モニター取外し,2016/3/22,31,,
20160054,福井様邸ＢＳアンテナ設置工事,2016/3/31,49,,
20160055,オート扇取替工事,2016/4/4,4,,
20160056,アドラーブル研修所エアコン電源工事,2016/4/1,2,,
20160057,焼ＮＩＱ　ｍａｒｋｅｔ　自火報感知器取替工事,2016/3/16,86,,
20160058,塚野目薬局外灯不点灯修理,2016/4/11,16,,
20160059,小川屋臭気ファン取替,2016/3/1,49,,
20160060,スタジオパーク調光スイッチ修理,2016/3/1,49,,
20160061,ＫＡＴＥＫＹＯ学院燕スポット取付,2016/4/1,49,,
20160062,交流サロンＬＡＮ配線工事,2016/4/1,5,,
20160063,ローソン長岡左近店オートアラーム修理,2016/4/7,49,,
20160064,サントス珈琲店追加,2016/3/15,49,,
20160065,楽山楽水冷蔵庫ブラケット照明電源修理,2016/3/1,49,,
20160066,フードバーダウンライト取替,2016/3/23,49,,
20160067,専用コンセント配線工事,2016/4/8,90,,
20160068,とりこう間接照明不点灯修理,2016/4/11,49,,
20160069,旧浜勇改装工事,2016/4/16,49,,
20160070,さわやか美容室井戸ポンプスイッチ故障修理,2016/4/20,49,,
20160071,ローソン燕大曲店カウンターコンセント修理,2016/4/25,49,,
20160072,塚野目居酒屋工事,2016/4/25,49,,
20160073,西塚泉様宅電灯契約新設工事,2016/4/26,49,,
20160074,福井邸ダウンライト増設工事,2016/4/27,49,,
20160075,ローソン柏崎田中店レンジ用コンセント移設,2016/4/8,49,,
20160076,酒井様宅エアコン室外機脱着工事,2016/4/11,24,,
20160077,ＧＩＦＴ様低圧電力容量変更工事,2016/4/25,49,,
20160078,佐助(白根店)照明器具取替工事,2016/5/6,2,,
20160079,アドラーブル女池店セット面コンセント,2016/5/16,2,,
20160080,塩田屋給気ファン電源工事,2016/5/11,86,,
20160081,楽三楽水絶縁調査,2016/5/13,49,,
20160082,モスバーガー柏崎店屋外照明取替,2016/5/11,49,2016/6/15,2016/6/15
20160083,エアコン取付工事,2016/5/19,89,,
20160084,ＬＵＶＩＳＭ万代セット面増設工事,2016/5/23,86,,
20160085,栗田邸改修工事,2016/5/16,49,,
20160086,井上邸改修工事,2016/5/1,49,2016/6/16,2016/6/16
20160087,,,1,,
20160088,,,1,,
20160089,アテンド様事務所改修工事,2016/6/27,49,,
20160090,,,1,,
20160091,下田蕎麦屋新築工事,2016/5/2,49,,
20160092,宮野邸BSアンテナ取外し再取付,2016/5/30,24,,
20160097,ウォータークーラー修理,2016/5/31,3,,
20160098,村将軍事務所改修工事,2016/6/1,49,,
20160099,LUVISM本店改装工事,2016/6/6,86,,
20160100,エアコン部材在庫,2016/5/19,1,2016/6/3,
20160103,伊藤様邸エアコン撤去工事,2016/6/6,24,2016/6/17,2016/6/17
20160095,アヒル新装工事,2016/6/1,86,,
20160094,川又様イタリアン新装工事,2016/6/1,86,,
20160093,万代フェイシャルサロン新装工事,2016/6/1,49,,
20160096,佐助白根店トイレ臭突先端用換気扇取替工事,2016/6/1,2,,
20160101,第一楼ＣＯＣＯＬＯ長岡店様新装工事,2016/6/13,2,,
20160107,EYELA改装工事,2016/6/1,86,,
20160108,ホテル日航ジェラートショップ新装工事,2016/6/20,2,,
20160102,黒川様邸ドアホン取替他工事,2016/6/6,24,,
20160100,多田様邸エアコン室外機撤去工事,2016/6/6,24,,
20160105,コーポ池野TVアンテナ修理,2016/6/17,24,,
20160106,Airstream改装工事,2016/6/1,86,,
20160110,プラスエレベーター様トイレ・キッチン改修工事,2016/6/27,85,,
20160111,岡野邸追加工事,2016/6/27,2,,
20160109,岡本様邸リビング改装工事,2016/6/27,79,,
20160113,若女将新装工事,2016/7/1,86,,
20160117,エアコン取付工事,2016/7/11,92,,
20160114,三浦理容室新装工事,2016/7/1,79,,
20160112,カネシメ商店改装工事,2016/6/20,49,,
20160118,２年２組照明器具取替工事,2016/7/1,3,,
20160115,保内事務所改装工事,2016/7/1,24,,
20160120,女池薬局調剤室エアコン取替工事,2016/6/13,16,,
20160119,レストラン更衣室照明器具修理,2016/6/13,5,,
20160109,岡本様邸リビング改装工事,2016/6/27,79,,
20160116,アプレネイル増床工事,2016/7/14,2,,
20160123,魚魯こコンテナ電気工事,2016/7/1,86,,
20160124,インフォメーション配線モール取付,2016/7/16,5,,
20160127,のみすけ駅前店改装工事,2016/7/19,86,,
20160126,見附山本様邸室外機復旧工事,2016/7/19,24,,
20160120,女池薬局調剤室エアコン取替工事,2016/6/13,16,,
20160130,モスバーガー柏崎店増築工事,2016/7/8,49,,
20160131,動力延長コード納品,2016/7/10,68,,
20160129,NIQ２階照明増設工事,2016/7/15,86,,
20160133,荒町宮島様邸土蔵配線処理,2016/7/19,24,,
20160132,下田蕎麦エアコン電源工事,2016/7/25,49,,
20160134,会議室エアコン修理,2016/8/4,91,,
20160128,ミートソース佐藤駅前店改装工事,2016/7/20,86,,
20160104,多田様邸エアコン室外撤去工事,2016/6/6,24,,
20160122,女子更衣室換気扇取替工事,2016/7/4,3,,
20160137,上村邸外部照明用タイマー設置工事,2016/8/1,49,,
20160139,村将軍試作室天井換気扇取付,2016/7/11,49,,
20160125,展示即売場展示ケース用スイッチ配線,2016/7/19,5,,
20160138,外壁改修に伴う電気設備工事,2016/8/1,21,,
20160135,カーブドッチ３階非常灯移設,2016/7/25,2,,
20160140,アンペア変更工事,2016/8/1,93,,
20160121,林町薬局ガス給湯器取替工事,2016/6/27,16,,
20160142,美容室ａｋａ’ａｋａ照明スイッチ切替,2016/8/19,49,,
20160141,土田様邸エアコン電源工事,2016/8/17,2,,
